episode,step,episodic reward,success rate,episodic length
0,5,-1,0.0,5
0,10,-1,0.0,10
0,15,-1,0.0,15
0,20,-1,0.0,20
0,25,-1,0.0,25
0,30,-1,0.0,30
0,35,-1,0.0,35
0,40,-1,0.0,40
0,45,-1,0.0,45
1,50,-0.7478881241070223,0.0,3
1,55,-0.7478881241070223,0.0,8
1,60,-0.7478881241070223,0.0,13
1,65,-0.7478881241070223,0.0,18
1,70,-0.7478881241070223,0.0,23
1,75,-0.7478881241070223,0.0,28
1,80,-0.7478881241070223,0.0,33
1,85,-0.7478881241070223,0.0,38
1,90,-0.7478881241070223,0.0,43
2,95,-0.7842774541946177,0.0,3
2,100,-0.7842774541946177,0.0,8
2,105,-0.7842774541946177,0.0,13
2,110,-0.7842774541946177,0.0,18
2,115,-0.7842774541946177,0.0,23
2,120,-0.7842774541946177,0.0,28
2,125,-0.7842774541946177,0.0,33
2,130,-0.7842774541946177,0.0,38
2,135,-0.7842774541946177,0.0,43
2,140,-0.7842774541946177,0.0,48
2,145,-0.7842774541946177,0.0,53
2,150,-0.7842774541946177,0.0,58
2,155,-0.7842774541946177,0.0,63
2,160,-0.7842774541946177,0.0,68
2,165,-0.7842774541946177,0.0,73
2,170,-0.7842774541946177,0.0,78
2,175,-0.7842774541946177,0.0,83
2,180,-0.7842774541946177,0.0,88
2,185,-0.7842774541946177,0.0,93
2,190,-0.7842774541946177,0.0,98
2,195,-0.7842774541946177,0.0,103
2,200,-0.7842774541946177,0.0,108
2,205,-0.7842774541946177,0.0,113
2,210,-0.7842774541946177,0.0,118
2,215,-0.7842774541946177,0.0,123
2,220,-0.7842774541946177,0.0,128
2,225,-0.7842774541946177,0.0,133
2,230,-0.7842774541946177,0.0,138
2,235,-0.7842774541946177,0.0,143
2,240,-0.7842774541946177,0.0,148
2,245,-0.7842774541946177,0.0,153
2,250,-0.7842774541946177,0.0,158
2,255,-0.7842774541946177,0.0,163
2,260,-0.7842774541946177,0.0,168
2,265,-0.7842774541946177,0.0,173
2,270,-0.7842774541946177,0.0,178
2,275,-0.7842774541946177,0.0,183
2,280,-0.7842774541946177,0.0,188
2,285,-0.7842774541946177,0.0,193
2,290,-0.7842774541946177,0.0,198
2,295,-0.7842774541946177,0.0,203
2,300,-0.7842774541946177,0.0,208
2,305,-0.7842774541946177,0.0,213
2,310,-0.7842774541946177,0.0,218
3,315,1.0147930404006011,0.0,4
3,320,1.0147930404006011,0.0,9
3,325,1.0147930404006011,0.0,14
3,330,1.0147930404006011,0.0,19
3,335,1.0147930404006011,0.0,24
3,340,1.0147930404006011,0.0,29
4,345,-0.7740846277197817,0.0,1
4,350,-0.7740846277197817,0.0,6
4,355,-0.7740846277197817,0.0,11
4,360,-0.7740846277197817,0.0,16
4,365,-0.7740846277197817,0.0,21
4,370,-0.7740846277197817,0.0,26
4,375,-0.7740846277197817,0.0,31
4,380,-0.7740846277197817,0.0,36
4,385,-0.7740846277197817,0.0,41
4,390,-0.7740846277197817,0.0,46
4,395,-0.7740846277197817,0.0,51
4,400,-0.7740846277197817,0.0,56
4,405,-0.7740846277197817,0.0,61
4,410,-0.7740846277197817,0.0,66
4,415,-0.7740846277197817,0.0,71
4,420,-0.7740846277197817,0.0,76
4,425,-0.7740846277197817,0.0,81
4,430,-0.7740846277197817,0.0,86
4,435,-0.7740846277197817,0.0,91
4,440,-0.7740846277197817,0.0,96
4,445,-0.7740846277197817,0.0,101
4,450,-0.7740846277197817,0.0,106
4,455,-0.7740846277197817,0.0,111
4,460,-0.7740846277197817,0.0,116
4,465,-0.7740846277197817,0.0,121
4,470,-0.7740846277197817,0.0,126
4,475,-0.7740846277197817,0.0,131
4,480,-0.7740846277197817,0.0,136
4,485,-0.7740846277197817,0.0,141
4,490,-0.7740846277197817,0.0,146
4,495,-0.7740846277197817,0.0,151
4,500,-0.7740846277197817,0.0,156
4,505,-0.7740846277197817,0.0,161
4,510,-0.7740846277197817,0.0,166
