0,5,-1,0.0,5
0,10,-1,0.0,10
0,15,-1,0.0,15
0,20,-1,0.0,20
0,25,-1,0.0,25
1,30,-1,0.0,2
1,35,-1,0.0,7
1,40,-1,0.0,12
1,45,-1,0.0,17
1,50,-1,0.0,22
1,55,-1,0.0,27
2,60,-1,0.0,4
2,65,-1,0.0,9
2,70,-1,0.0,14
2,75,-1,0.0,19
2,80,-1,0.0,24
2,85,-1,0.0,29
2,90,-1,0.0,34
2,95,-1,0.0,39
2,100,-1,0.0,44
2,105,-1,0.0,49
2,110,-1,0.0,54
2,115,-1,0.0,59
2,120,-1,0.0,64
2,125,-1,0.0,69
2,130,-1,0.0,74
2,135,-1,0.0,79
2,140,-1,0.0,84
2,145,-1,0.0,89
2,150,-1,0.0,94
2,155,-1,0.0,99
2,160,-1,0.0,104
2,165,-1,0.0,109
2,170,-1,0.0,114
2,175,-1,0.0,119
2,180,-1,0.0,124
2,185,-1,0.0,129
2,190,-1,0.0,134
2,195,-1,0.0,139
2,200,-1,0.0,144
2,205,-1,0.0,149
2,210,-1,0.0,154
2,215,-1,0.0,159
2,220,-1,0.0,164
2,225,-1,0.0,169
2,230,-1,0.0,174
2,235,-1,0.0,179
2,240,-1,0.0,184
2,245,-1,0.0,189
2,250,-1,0.0,194
2,255,-1,0.0,199
2,260,-1,0.0,204
2,265,-1,0.0,209
2,270,-1,0.0,214
3,275,1,0.05,5
3,280,1,0.05,10
3,285,1,0.05,15
3,290,1,0.05,20
3,295,1,0.05,25
3,300,1,0.05,30
3,305,1,0.05,35
3,310,1,0.05,40
3,315,1,0.05,45
3,320,1,0.05,50
3,325,1,0.05,55
3,330,1,0.05,60
3,335,1,0.05,65
3,340,1,0.05,70
3,345,1,0.05,75
3,350,1,0.05,80
3,355,1,0.05,85
3,360,1,0.05,90
3,365,1,0.05,95
3,370,1,0.05,100
3,375,1,0.05,105
3,380,1,0.05,110
3,385,1,0.05,115
3,390,1,0.05,120
3,395,1,0.05,125
3,400,1,0.05,130
3,405,1,0.05,135
3,410,1,0.05,140
3,415,1,0.05,145
3,420,1,0.05,150
3,425,1,0.05,155
3,430,1,0.05,160
